tasknum,tsktknm,tskstfas,tskactcd,tskclass,tskrqact,tskrspn,tskdassn,tskdtc,tskddue,tskdcls,tskstown,tskstat,tskownts,tskclstm,tskadusr,tskadtm,tskmdusr,tskmdtm,tsactive,tsspare1,tsspare2,tsspare3,tsread1,tsread,tskorder,tssys
2309289D21,2309289,APPELLANT B-JG,VBA30,ACTIVE,Non delectus porro voluptatem velit sit suscipit.,,2017-03-24 00:00:00 UTC,30,2017-04-23 00:00:00 UTC,2017-03-24 00:00:00 UTC,RO27,C,,,RO27,2017-03-24 00:00:00 UTC,RO27,2017-03-24 00:00:00 UTC,,,,,,,,
2309289D18,2309289,SSOC SENT,VBA08,ACTIVE,Non delectus porro voluptatem velit sit suscipit.,,2017-02-06 00:00:00 UTC,30,2017-03-08 00:00:00 UTC,2017-03-09 00:00:00 UTC,RO27,C,,,RO27,2017-02-06 00:00:00 UTC,RO27,2017-03-09 00:00:00 UTC,,,,,,,,
2309289D20,2309289,CERTED-JG,VBA30,ACTIVE,Non delectus porro voluptatem velit sit suscipit.,,2017-03-18 00:00:00 UTC,30,2017-04-17 00:00:00 UTC,2017-03-18 00:00:00 UTC,RO27,C,,,RO27,2017-03-18 00:00:00 UTC,RO27,2017-03-18 00:00:00 UTC,,,,,,,,
2309289D19,2309289,JEAN,VBA07,ACTIVE,Non delectus porro voluptatem velit sit suscipit.,,2017-03-09 00:00:00 UTC,10,2017-03-19 00:00:00 UTC,2017-03-18 00:00:00 UTC,RO27,C,,,RO27,2017-03-09 00:00:00 UTC,RO27,2017-03-18 00:00:00 UTC,,,,,,,,
2309289D9,2309289,VVA,VBA17,ACTIVE,Non delectus porro voluptatem velit sit suscipit.,,2013-05-08 00:00:00 UTC,75,2013-07-22 00:00:00 UTC,2014-01-23 00:00:00 UTC,RO18,C,,,RO18,2013-05-08 00:00:00 UTC,RO18,2014-01-23 00:00:00 UTC,,,,,,,,
2362049D1,2362049,POA,VBA07,ACTIVE,Voluptatibus dolores quam repudiandae eum.,Et a non omnis distinctio est laudantium fugit.,2014-08-29 00:00:00 UTC,8,2014-09-06 00:00:00 UTC,2014-09-08 00:00:00 UTC,RO44,C,,,RO44,2014-08-29 00:00:00 UTC,RO44,2014-09-08 00:00:00 UTC,,,,,,,,
2362049D2,2362049,POA,VBA07,ACTIVE,Voluptatibus dolores quam repudiandae eum.,Et a non omnis distinctio est laudantium fugit.,2014-09-08 00:00:00 UTC,5,2014-09-13 00:00:00 UTC,2014-09-09 00:00:00 UTC,RO44,C,,,RO44,2014-09-08 00:00:00 UTC,RO44,2014-09-09 00:00:00 UTC,,,,,,,,
2362049D3,2362049,216DEV,VBA01,ACTIVE,Voluptatibus dolores quam repudiandae eum.,Et a non omnis distinctio est laudantium fugit.,2014-09-09 00:00:00 UTC,68,2014-11-16 00:00:00 UTC,2015-02-17 00:00:00 UTC,RO44,C,,,RO44,2014-09-09 00:00:00 UTC,RO44,2015-02-17 00:00:00 UTC,,,,,,,,
2362049D5,2362049,216SSO,VBA08,ACTIVE,Voluptatibus dolores quam repudiandae eum.,Et a non omnis distinctio est laudantium fugit.,2015-04-29 00:00:00 UTC,30,2015-05-29 00:00:00 UTC,2015-06-01 00:00:00 UTC,RO44,C,,,RO44,2015-04-29 00:00:00 UTC,RO44,2015-06-01 00:00:00 UTC,,,,,,,,
2362049D4,2362049,216DEV,VBA01,ACTIVE,Voluptatibus dolores quam repudiandae eum.,Et a non omnis distinctio est laudantium fugit.,2015-02-17 00:00:00 UTC,120,2015-06-17 00:00:00 UTC,2015-04-29 00:00:00 UTC,RO44,C,,,RO44,2015-02-17 00:00:00 UTC,RO44,2015-04-29 00:00:00 UTC,,,,,,,,
2362049D6,2362049,VIDEO,VBA15,ACTIVE,Voluptatibus dolores quam repudiandae eum.,Et a non omnis distinctio est laudantium fugit.,2015-06-01 00:00:00 UTC,247,2016-02-03 00:00:00 UTC,2016-01-04 00:00:00 UTC,RO44,C,,,RO44,2015-06-01 00:00:00 UTC,RO44,2016-01-04 00:00:00 UTC,,,,,,,,
2394756D2,2394756,APPEALS,VBA35,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2011-01-14 00:00:00 UTC,60,2011-03-15 00:00:00 UTC,2011-02-01 00:00:00 UTC,RO19,C,,,RO19,2011-01-14 00:00:00 UTC,RO19,2011-02-01 00:00:00 UTC,,,,,,,,
2394756D3,2394756,APPEALS,VBA10,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2011-01-14 00:00:00 UTC,60,2011-03-15 00:00:00 UTC,2011-01-28 00:00:00 UTC,RO19,C,,,RO19,2011-01-14 00:00:00 UTC,RO19,2011-01-28 00:00:00 UTC,,,,,,,,
2394756D4,2394756,BADE,VBA17,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2011-02-01 00:00:00 UTC,60,2011-04-02 00:00:00 UTC,2011-02-02 00:00:00 UTC,RO19,C,,,RO19,2011-02-01 00:00:00 UTC,RO19,2011-02-02 00:00:00 UTC,,,,,,,,
2394756D9,2394756,DAV,VBA07,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2011-07-25 00:00:00 UTC,21,2011-08-15 00:00:00 UTC,2012-02-29 00:00:00 UTC,RO19,C,,,RO19,2011-07-25 00:00:00 UTC,RO19,2012-02-29 00:00:00 UTC,,,,,,,,
2394756D8,2394756,TRAVEL,VBA15,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2015-03-05 00:00:00 UTC,365,2016-03-04 00:00:00 UTC,2015-10-03 00:00:00 UTC,RO19,C,,,RO19,2011-07-15 00:00:00 UTC,RO19,2016-10-14 00:00:00 UTC,,,,,,,,
2394756D6,2394756,DRO,VBA42,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2016-08-18 00:00:00 UTC,1,2016-08-19 00:00:00 UTC,2016-11-01 00:00:00 UTC,RO19,C,,,RO19,2016-03-08 00:00:00 UTC,RO19,2016-11-01 00:00:00 UTC,,,,,,,,
2394756D1,2394756,VSR,VBA30,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2016-11-01 00:00:00 UTC,1,2016-11-02 00:00:00 UTC,2016-11-01 00:00:00 UTC,RO19,C,,,RO19,2016-11-01 00:00:00 UTC,RO19,2016-11-01 00:00:00 UTC,,,,,,,,
2394756D5,2394756,PER,VBA43,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2016-11-01 00:00:00 UTC,1,2016-11-02 00:00:00 UTC,2017-05-22 00:00:00 UTC,RO19,C,,,RO19,2016-11-01 00:00:00 UTC,RO19,2017-05-22 00:00:00 UTC,,,,,,,,
2394756D7,2394756,VSR,VBA30,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-05-22 00:00:00 UTC,1,2017-05-23 00:00:00 UTC,2017-06-01 00:00:00 UTC,RO19,C,,,RO19,2017-05-22 00:00:00 UTC,RO19,2017-06-01 00:00:00 UTC,,,,,,,,
2394756D10,2394756,VSR,VBA01,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-06-01 00:00:00 UTC,30,2017-07-01 00:00:00 UTC,2017-06-21 00:00:00 UTC,RO19,C,,,RO19,2017-06-01 00:00:00 UTC,RO19,2017-06-21 00:00:00 UTC,,,,,,,,
2394756D16,2394756,VSR,VBA30,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-10-10 00:00:00 UTC,1,2017-10-11 00:00:00 UTC,2017-10-10 00:00:00 UTC,RO19,C,,,RO19,2017-10-10 00:00:00 UTC,RO19,2017-10-10 00:00:00 UTC,,,,,,,,
2394756D15,2394756,PER,VBA07,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-10-02 00:00:00 UTC,21,2017-10-23 00:00:00 UTC,2017-10-10 00:00:00 UTC,RO19,C,,,RO19,2017-10-02 00:00:00 UTC,RO19,2017-10-10 00:00:00 UTC,,,,,,,,
2394756D11,2394756,PER,VBA42,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-06-21 00:00:00 UTC,1,2017-06-22 00:00:00 UTC,2017-09-22 00:00:00 UTC,RO19,C,,,RO19,2017-06-21 00:00:00 UTC,RO19,2017-09-22 00:00:00 UTC,,,,,,,,
2394756D12,2394756,VSR,VBA32,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-09-22 00:00:00 UTC,1,2017-09-23 00:00:00 UTC,2017-09-22 00:00:00 UTC,RO19,C,,,RO19,2017-09-22 00:00:00 UTC,RO19,2017-09-22 00:00:00 UTC,,,,,,,,
2394756D13,2394756,VSR,VBA08,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-09-22 00:00:00 UTC,30,2017-10-22 00:00:00 UTC,2017-10-10 00:00:00 UTC,RO19,C,,,RO19,2017-09-22 00:00:00 UTC,RO19,2017-10-10 00:00:00 UTC,,,,,,,,
2394756D14,2394756,VSR,VBA07,ACTIVE,Eum iste sed in nemo reprehenderit aperiam.,Fuga qui voluptatibus iste occaecati accusamus.,2017-09-29 00:00:00 UTC,10,2017-10-09 00:00:00 UTC,2017-10-02 00:00:00 UTC,RO19,C,,,RO19,2017-09-29 00:00:00 UTC,RO19,2017-10-02 00:00:00 UTC,,,,,,,,
2429085D1,2429085,216DRO,VBA17,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2011-07-27 00:00:00 UTC,60,2011-09-25 00:00:00 UTC,2013-03-07 00:00:00 UTC,RO44,C,,,RO44,2011-03-31 00:00:00 UTC,RO44,2013-03-07 00:00:00 UTC,,,,,,,,
2429085D6,2429085,216CERT,VBA40,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2015-04-25 00:00:00 UTC,120,2015-08-23 00:00:00 UTC,2015-08-24 00:00:00 UTC,RO44,C,,,RO44,2015-04-25 00:00:00 UTC,RO44,2015-08-24 00:00:00 UTC,,,,,,,,
2429085D3,2429085,DRO,VBA14,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2014-10-28 00:00:00 UTC,90,2015-01-26 00:00:00 UTC,2014-11-25 00:00:00 UTC,RO44,C,,,RO44,2014-10-28 00:00:00 UTC,RO44,2014-11-25 00:00:00 UTC,,,,,,,,
2429085D5,2429085,216DEV,VBA38,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2015-01-31 00:00:00 UTC,30,2015-03-02 00:00:00 UTC,2015-02-10 00:00:00 UTC,RO44,C,,,RO44,2015-01-31 00:00:00 UTC,RO44,2015-02-10 00:00:00 UTC,,,,,,,,
2429085D4,2429085,216DEV,VBA06,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2014-11-25 00:00:00 UTC,30,2014-12-25 00:00:00 UTC,2015-01-31 00:00:00 UTC,RO44,C,,,RO44,2014-11-25 00:00:00 UTC,RO44,2015-01-31 00:00:00 UTC,,,,,,,,
2429085D7,2429085,216CERT,VBA42,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2015-08-24 00:00:00 UTC,999,2018-05-19 00:00:00 UTC,2016-01-08 00:00:00 UTC,RO44,C,,,RO44,2015-08-24 00:00:00 UTC,RO44,2016-01-08 00:00:00 UTC,,,,,,,,
2429085D8,2429085,216DAV,VBA07,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2016-01-08 00:00:00 UTC,30,2016-02-07 00:00:00 UTC,2016-01-27 00:00:00 UTC,RO44,C,,,RO44,2016-01-08 00:00:00 UTC,RO44,2016-01-27 00:00:00 UTC,,,,,,,,
2429085D10,2429085,216SSOC,VBA08,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2016-03-09 00:00:00 UTC,30,2016-04-08 00:00:00 UTC,2016-04-06 00:00:00 UTC,RO44,C,,,RO44,2016-03-09 00:00:00 UTC,RO44,2016-04-06 00:00:00 UTC,,,,,,,,
2429085D9,2429085,216SSOC,VBA42,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2016-01-27 00:00:00 UTC,90,2016-04-26 00:00:00 UTC,2016-03-09 00:00:00 UTC,RO44,C,,,RO44,2016-01-27 00:00:00 UTC,RO44,2016-03-09 00:00:00 UTC,,,,,,,,
2429085D11,2429085,216DAV,VBA07,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2016-04-06 00:00:00 UTC,30,2016-05-06 00:00:00 UTC,2016-04-21 00:00:00 UTC,RO44,C,,,RO44,2016-04-06 00:00:00 UTC,RO44,2016-04-21 00:00:00 UTC,,,,,,,,
2429085D12,2429085,59,B,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2017-08-22 00:00:00 UTC,30,2017-11-27 00:00:00 UTC,,,P,,,SBARTELL,2017-08-22 00:00:00 UTC,,,,,,,,,,
2429085D13,2429085,SRENNER,D,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2017-10-04 00:00:00 UTC,90,2018-01-02 00:00:00 UTC,2017-10-16 00:00:00 UTC,MMOHR,C,,,MMOHR,2017-10-04 00:00:00 UTC,MMOHR,2017-10-16 00:00:00 UTC,,,,,,,,
2429085D14,2429085,59,B,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2017-11-29 13:36:51 UTC,30,2017-12-29 18:36:51 UTC,,BVAPSORISIO,P,,,BVAPSORISIO,2017-11-29 13:36:51 UTC,,,,,,,,,,
2429085D2,2429085,26SOC,VBA42,ACTIVE,Corrupti animi voluptatem natus quo aut aut optio vel.,Laborum aut blanditiis voluptatem.,2013-03-07 00:00:00 UTC,600,2014-10-28 00:00:00 UTC,2014-09-16 00:00:00 UTC,RO44,C,,,RO44,2013-03-07 00:00:00 UTC,RO44,2014-09-16 00:00:00 UTC,,,,,,,,
2520489D1,2520489,NOD,VBA35,ACTIVE,Aut qui earum soluta excepturi cupiditate voluptatem accusamus est.,,2011-11-02 00:00:00 UTC,60,2012-01-01 00:00:00 UTC,2011-11-02 00:00:00 UTC,RO22,C,,,RO22,2011-11-02 00:00:00 UTC,,,,,,,,,,
2520489D2,2520489,NOD,VBA43,ACTIVE,Aut qui earum soluta excepturi cupiditate voluptatem accusamus est.,,2014-01-02 00:00:00 UTC,200,2014-07-21 00:00:00 UTC,2014-03-19 00:00:00 UTC,RO22,C,,,RO22,2014-01-02 00:00:00 UTC,RO22,2014-03-19 00:00:00 UTC,,,,,,,,
2520489D3,2520489,AWEHNER1,A,,Aut qui earum soluta excepturi cupiditate voluptatem accusamus est.,,2017-04-05 00:00:00 UTC,65,2017-06-09 00:00:00 UTC,2017-06-30 00:00:00 UTC,JWEHNER,P,,,JWEHNER,2017-04-05 00:00:00 UTC,,,,,,,,,,
2556987D1,2556987,REVIEW,VBA31,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2012-02-06 00:00:00 UTC,15,2012-02-21 00:00:00 UTC,2012-02-22 00:00:00 UTC,RO39,C,,,RO39,2012-02-06 00:00:00 UTC,RO39,2012-02-22 00:00:00 UTC,,,,,,,,
2556987D2,2556987,DRO,VBA31,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2012-02-22 00:00:00 UTC,125,2012-06-26 00:00:00 UTC,2013-01-25 00:00:00 UTC,RO39,C,,,RO39,2012-02-22 00:00:00 UTC,RO39,2013-01-25 00:00:00 UTC,,,,,,,,
2556987D4,2556987,FORM 9 DEV,VBA44,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2015-11-09 00:00:00 UTC,30,2015-12-09 00:00:00 UTC,2016-02-25 00:00:00 UTC,RO39,C,,,RO39,2015-11-09 00:00:00 UTC,RO39,2016-02-25 00:00:00 UTC,,,,,,,,
2556987D5,2556987,RTR VIDEO,VBA40,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2016-02-25 00:00:00 UTC,600,2017-10-17 00:00:00 UTC,2017-06-15 00:00:00 UTC,RO39,C,,,RO39,2016-02-25 00:00:00 UTC,RO39,2017-06-15 00:00:00 UTC,,,,,,,,
2556987D7,2556987,RTR,VBA40,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2017-07-01 00:00:00 UTC,600,2019-02-21 00:00:00 UTC,2017-07-01 00:00:00 UTC,RO39,C,,,RO39,2017-07-01 00:00:00 UTC,RO39,2017-07-01 00:00:00 UTC,,,,,,,,
2556987D8,2556987,REVIEW,VBA17,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2017-07-18 00:00:00 UTC,5,2017-07-23 00:00:00 UTC,2017-07-19 00:00:00 UTC,RO39,C,,,RO39,2017-07-18 00:00:00 UTC,RO39,2017-07-19 00:00:00 UTC,,,,,,,,
2556987D9,2556987,DENVER,VBA15,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2017-07-19 00:00:00 UTC,180,2018-01-15 00:00:00 UTC,,RO39,P,,,RO39,2017-07-19 00:00:00 UTC,RO39,2017-07-19 00:00:00 UTC,,,,,,,,
2556987D6,2556987,CERTIFY,VBA08,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2017-06-15 00:00:00 UTC,30,2017-07-15 00:00:00 UTC,2017-07-18 00:00:00 UTC,RO39,C,,,RO39,2017-06-15 00:00:00 UTC,RO39,2017-07-18 00:00:00 UTC,,,,,,,,
2556987D3,2556987,REVIEW,VBA40,ACTIVE,Ratione sapiente explicabo sint dolore ea asperiores blanditiis possimus.,,2013-02-01 00:00:00 UTC,15,2013-02-16 00:00:00 UTC,2015-11-09 00:00:00 UTC,RO39,C,,,RO39,2013-02-01 00:00:00 UTC,RO39,2015-11-09 00:00:00 UTC,,,,,,,,
2558720D1,2558720,DREV/FILES/9,VBA17,ACTIVE,Rerum soluta perspiciatis dolore occaecati.,,2012-02-09 00:00:00 UTC,365,2013-02-08 00:00:00 UTC,2014-11-14 00:00:00 UTC,RO14,C,,,RO14,2012-02-09 00:00:00 UTC,RO14,2014-11-14 00:00:00 UTC,,,,,,,,
2558720D2,2558720,VBMS/F9,VBA40,ACTIVE,Rerum soluta perspiciatis dolore occaecati.,,2015-02-10 00:00:00 UTC,365,2016-02-10 00:00:00 UTC,2017-04-07 00:00:00 UTC,RO14,C,,,,,RO14,2017-04-07 00:00:00 UTC,,,,,,,,
2558720D3,2558720,VBMS,VBA43,ACTIVE,Rerum soluta perspiciatis dolore occaecati.,,2017-04-07 00:00:00 UTC,120,2017-08-05 00:00:00 UTC,2017-05-23 00:00:00 UTC,RO14,C,,,RO14,2017-04-07 00:00:00 UTC,RO14,2017-05-23 00:00:00 UTC,,,,,,,,
2558720D6,2558720,KGOTTLIEB,D,ACTIVE,Rerum soluta perspiciatis dolore occaecati.,,2017-09-11 00:00:00 UTC,60,2017-11-10 00:00:00 UTC,,KGOTTLIEB,P,,,KGOTTLIEB,2017-09-11 00:00:00 UTC,,,,,,,,,,
2558720D5,2558720,KGOTTLIEB,A,ACTIVE,Rerum soluta perspiciatis dolore occaecati.,,2017-08-08 00:00:00 UTC,30,2017-09-07 00:00:00 UTC,2017-09-11 00:00:00 UTC,KGOTTLIEB,C,,,KGOTTLIEB,2017-08-08 00:00:00 UTC,KGOTTLIEB,2017-09-11 00:00:00 UTC,,,,,,,,
2558720D4,2558720,25,A,,Rerum soluta perspiciatis dolore occaecati.,,2017-08-08 00:00:00 UTC,35,2017-09-12 00:00:00 UTC,2017-09-19 00:00:00 UTC,AABSHIRE,P,,,AABSHIRE,2017-08-08 00:00:00 UTC,,,,,,,,,,
2569926D1,2569926,S KUHL,VBA35,ACTIVE,Incidunt et iste iure nemo at.,,2012-04-09 00:00:00 UTC,60,2012-06-08 00:00:00 UTC,2012-05-25 00:00:00 UTC,RO35,C,,,RO35,2012-03-09 00:00:00 UTC,RO35,2012-05-25 00:00:00 UTC,,,,,,,,
2569926D4,2569926,J EDWARDS,VBA34,ACTIVE,Incidunt et iste iure nemo at.,,2014-06-02 00:00:00 UTC,480,2015-09-25 00:00:00 UTC,2015-10-05 00:00:00 UTC,RO35,C,,,,,RO35,2015-10-05 00:00:00 UTC,,,,,,,,
2569926D5,2569926,M ROTHSTEIN,VBA04,ACTIVE,Incidunt et iste iure nemo at.,,2014-06-02 00:00:00 UTC,30,2014-07-02 00:00:00 UTC,2014-07-16 00:00:00 UTC,RO35,C,,,RO35,2014-06-02 00:00:00 UTC,RO35,2014-07-16 00:00:00 UTC,,,,,,,,
2569926D6,2569926,W ZOLLER,VBA43,ACTIVE,Incidunt et iste iure nemo at.,,2014-07-16 00:00:00 UTC,30,2014-08-15 00:00:00 UTC,2014-07-22 00:00:00 UTC,RO35,C,,,RO35,2014-07-16 00:00:00 UTC,RO35,2015-02-11 00:00:00 UTC,,,,,,,,
2569926D7,2569926,RO35,VBA34,ACTIVE,Incidunt et iste iure nemo at.,,2016-04-11 00:00:00 UTC,60,2016-06-10 00:00:00 UTC,2016-04-11 00:00:00 UTC,RO35,C,,,,,RO35,2016-04-11 00:00:00 UTC,,,,,,,,
2569926D8,2569926,K DAVIS,VBA40,ACTIVE,Incidunt et iste iure nemo at.,,2016-04-11 00:00:00 UTC,120,2016-08-09 00:00:00 UTC,2016-07-13 00:00:00 UTC,RO35,C,,,RO35,2016-04-11 00:00:00 UTC,RO35,2016-07-13 00:00:00 UTC,,,,,,,,
2569926D2,2569926,K SPEEDLING,VBA01,ACTIVE,Incidunt et iste iure nemo at.,,2012-06-25 00:00:00 UTC,55,2012-08-19 00:00:00 UTC,2012-08-24 00:00:00 UTC,RO35,C,,,RO35,2012-05-25 00:00:00 UTC,RO35,2012-08-24 00:00:00 UTC,,,,,,,,
2569926D3,2569926,S KUHL,VBA17,ACTIVE,Incidunt et iste iure nemo at.,,2012-08-24 00:00:00 UTC,30,2012-09-23 00:00:00 UTC,2012-08-28 00:00:00 UTC,RO35,C,,,RO35,2012-08-24 00:00:00 UTC,RO35,2012-08-28 00:00:00 UTC,,,,,,,,
2571277D1,2571277,VSR,VBA35,ACTIVE,Nemo nihil distinctio consequatur rem hic voluptatem.,,2012-03-13 00:00:00 UTC,60,2012-05-12 00:00:00 UTC,2012-08-31 00:00:00 UTC,RO81,C,,,RO81,2012-03-13 00:00:00 UTC,RO81,2012-08-31 00:00:00 UTC,,,,,,,,
2571277D6,2571277,TRAVEL,VBA15,ACTIVE,Nemo nihil distinctio consequatur rem hic voluptatem.,,2014-10-29 00:00:00 UTC,525,2016-04-06 00:00:00 UTC,2016-02-29 00:00:00 UTC,RO19,C,,,RO19,2014-08-10 00:00:00 UTC,RO19,2016-02-29 00:00:00 UTC,,,,,,,,
2571277D2,2571277,VSR,VBA30,ACTIVE,Nemo nihil distinctio consequatur rem hic voluptatem.,,2016-03-20 00:00:00 UTC,10,2016-03-30 00:00:00 UTC,2016-05-18 00:00:00 UTC,JVON1,C,,,JVON1,2016-03-19 00:00:00 UTC,RO19,2016-05-18 00:00:00 UTC,,,,,,,,
2571277D3,2571277,TRAVEL,VBA15,ACTIVE,Nemo nihil distinctio consequatur rem hic voluptatem.,,2016-05-18 00:00:00 UTC,180,2016-11-14 00:00:00 UTC,2017-03-14 00:00:00 UTC,RO19,C,,,RO19,2016-05-18 00:00:00 UTC,RO19,2017-03-14 00:00:00 UTC,,,,,,,,
2571277D4,2571277,JOH,VBA42,ACTIVE,Nemo nihil distinctio consequatur rem hic voluptatem.,,2017-03-14 00:00:00 UTC,1,2017-03-15 00:00:00 UTC,2017-06-05 00:00:00 UTC,RO19,C,,,RO19,2017-03-14 00:00:00 UTC,RO19,2017-06-05 00:00:00 UTC,,,,,,,,
2571277D5,2571277,BVA,VBA15,ACTIVE,Nemo nihil distinctio consequatur rem hic voluptatem.,,2017-06-05 00:00:00 UTC,1,2017-06-06 00:00:00 UTC,,RO19,P,,,RO19,2017-06-05 00:00:00 UTC,RO19,2017-11-30 00:00:00 UTC,,,,,,,,
2572888D1,2572888,DRO,VBA35,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2012-03-30 00:00:00 UTC,120,2012-07-28 00:00:00 UTC,2015-10-08 00:00:00 UTC,RO55,C,,,RO55,2012-03-30 00:00:00 UTC,RO55,2015-10-08 00:00:00 UTC,,,,,,,,
2572888D2,2572888,355/FILES,VBA15,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2014-08-21 00:00:00 UTC,900,2017-02-06 00:00:00 UTC,2016-10-19 00:00:00 UTC,RO55,C,,,RO55,2014-08-21 00:00:00 UTC,RO55,2016-10-19 00:00:00 UTC,,,,,,,,
2572888D5,2572888,DRO2,VBA14,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2015-10-08 00:00:00 UTC,90,2016-01-06 00:00:00 UTC,2016-01-22 00:00:00 UTC,RO55,C,,,RO55,2015-10-08 00:00:00 UTC,RO55,2016-01-22 00:00:00 UTC,,,,,,,,
2572888D4,2572888,DCSC1,VBA17,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2015-09-22 00:00:00 UTC,60,2015-11-21 00:00:00 UTC,2015-10-08 00:00:00 UTC,RO55,C,,,RO55,2015-09-22 00:00:00 UTC,RO55,2015-10-08 00:00:00 UTC,,,,,,,,
2572888D3,2572888,DCSC1,VBA30,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2015-07-02 00:00:00 UTC,30,2015-08-01 00:00:00 UTC,2015-10-08 00:00:00 UTC,RO55,C,,,RO55,2015-07-02 00:00:00 UTC,RO55,2015-10-08 00:00:00 UTC,,,,,,,,
2572888D8,2572888,DRO,VBA43,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-03-22 00:00:00 UTC,30,2016-04-21 00:00:00 UTC,2016-09-13 00:00:00 UTC,RO55,C,,,RO55,2016-03-22 00:00:00 UTC,RO55,2016-09-13 00:00:00 UTC,,,,,,,,
2572888D7,2572888,VET,VBA06,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-03-09 00:00:00 UTC,60,2016-05-08 00:00:00 UTC,2016-03-22 00:00:00 UTC,RO55,C,,,RO55,2016-03-09 00:00:00 UTC,RO55,2016-03-22 00:00:00 UTC,,,,,,,,
2572888D6,2572888,VAMC,VBA01,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-03-07 00:00:00 UTC,60,2016-05-06 00:00:00 UTC,2016-03-22 00:00:00 UTC,RO55,C,,,RO55,2016-03-07 00:00:00 UTC,RO55,2016-03-22 00:00:00 UTC,,,,,,,,
